incident_number,state,district,block,village_name,other_areas,constituency,incident_summary,Matched_Location,latitude,longitude
803051102,Jharkhand,Palamu,Hussainabad,Jitamatee,,Hussainabad,"Palamu SP, Anoop T Mathew has claimed to have recovered a looted Police rifle of .303 bore and Maoist literature following a 40-minute joint Police and the CRPF and the Maoist encounter at Jitamatee on the border of Pandu and Hussainabad in Palamu District. However, there was no casualty, said Mathew, although the Police fired 40 rounds.","palamu, hussainabad, jitamatee, hussainabad",83.86483333333332,24.432583333333334
803061601,Jharkhand,Garwah,Bhandaria,Kulhi,,Bishrampur,"Acting on a tip off, a joint team of CRPF and Jharkhand Police under 'Operation Finish' arrested a hardcore CPI-Maoist cadre, identified as Binod Yadav, at Kulhi village under Bhandariya Police Station limit in Garwah District.","jharkhand, garwah, bhandariya, kulhi",83.85572222222221,24.296111111111113
803071001,Jharkhand,East Singhbhum,Ghatsila,Dainmari,,Ghatsila,"One person, identified as Bitu Banra (56), was killed and five others were injured in an attack by cadres of the CPI-Maoist at Dainmari village under Ghatshila block of East Singhbhum District. They also threatened villagers with dire consequences if found guilty of sympathizing with the Nagrik Suraksha Samity (NSS) or assisting Police to track down Maoists.","east singhbhum, ghatshila, dainmari, ghatshila",86.53191666666666,22.68041666666667
803071401,Jharkhand,Giridih,Dhanwar,,Bhalwaghati,Dhanwar,"A CPI-Maoist cadre, identified as Vijay Modi alias Vijay Burnwal, was arrested from near the Jharkhand-Bihar border under Bhalwaghati Police Station in Giridih District.","jharkhand, giridih, bhalwaghati",86.22927777777778,24.600055555555556
803080501,Jharkhand,Hazaribagh,Katkamsandi,Katkamsandi,,Hazaribagh,CPI-Maoist cadres kill Ashok Singh of Katkamsandi village in Hazaribagh District as 'punishment'.,"hazaribagh, katkamsandi, katkamsandi, hazaribagh",85.20572222222222,24.108083333333333
803080901,Jharkhand,Lohardaga,Kuru/Senha,Chatakpur,,Lohardaga,"Three cadres of the erstwhile JLT, presently known as the People's Liberation Front of India (PLFI), were killed in an encounter with the Security Forces at Chatakpur village under Sneha Police Station in the Lohardaga District. However, eight others managed to escape. Two pipe guns, a locally-made carbine and bullets were recovered from the spot.","lohardaga, chatakpur, lohardaga",84.73022222222222,23.372805555555555
803080902,Jharkhand,Gumla,Palkot,Dahudad-Mungatoli (Majhatoli),,Simdega,"A gang of CPI-Maoist cadres shot dead one of their associates, Budhadev Singh, at Dahudad-Mungatoli in the Gumla District, for not parting with extortion money. Released on bail in 2008, Singh was arrested on the charge of murdering a village chief in 2001.","gumla, dahudad-mungatoli",84.6521388888889,22.894777777777776
803080903,Jharkhand,Bokaro,Nawadih,Kanjgiro,,Dumri,A Central Reserve Police Force (CRPF) personnel and one civilian were injured in a landmine blast triggered by the Maoists near Kanjgiro village in the Bokaro District.,"bokaro, kanjgiro",85.89472222222223,23.83522222222222
803081101,Jharkhand,Hazaribagh,Hazaribagh,Demotand,,Hazaribagh,The Police have recovered 50 bags of ammonium nitrate along with a vehicle at Demotand under Hazaribagh Sadar Police Station in Hazaribagh District.,"hazaribagh, hazaribagh, demotand, hazaribagh",85.3591111111111,23.99352777777778
803081301,Jharkhand,Ranchi,Chanho,,,Mandar,A group of PLFI cadres killed a former member of the outfit on NH-75 in Chanho block of Ranchi District.,"ranchi, chanho",84.97661111111111,23.504
803081401,Jharkhand,Giridih,Gandey,Jorasimar,Gawa,Gandey,The CPI-Maoist cadres killed an unidentified person at Jorasimar village under Gawa Police Station limits of Giridih District.,"giridih, jorasimar, gawa",86.50772222222223,24.37136111111111
803090901,Jharkhand,Ranchi,Tamar,,Karkari,Tamar,"An 'area commander' of the CPI-Maoist, identified as Rajesh Toppo, was shot dead by the Police during an encounter near Karkari river under Tamar block of Ranchi District. Toppo was accused of killing former minister and Janata Dal-United (JD-U) legislator Ramesh Singh Munda in July 2008 besides a dozen Security Force personnel. One pistol and live cartridges were seized from the incident site.","ranchi, tamar, karkari, tamar",84.93088888888889,23.39436111111111
803091004,Jharkhand,Simdega,Bano,Nava,,Torpa,"Birsa Badaik, Block President of Jharkhand Mukti Morcha (JMM) party was shot dead by a 15-member Maoist squad led by its self-styled 'commander' Jageshwar alias Debu near his residence at Nava village under Bano Police station of Simdega District.","jharkhand, simdega, bano, nava",84.09905555555555,24.28638888888889
803091201,Jharkhand,Giridh,Birni,Kusmai,,Bagodar,"The house of a 'zonal commander' of the CPI-Maoist was set ablaze at Kusmai village in Chatra District. A group of armed men went to the house of the Maoist, Dharmendra Yadav, asked the members to vacate their house before setting it on fire, the Police said. The arsonists also looted some property before setting ablaze the house, the sources said.",kusmai,86.01238888888889,24.197694444444444
803091301,Jharkhand,Latehar,Manika,Manika,,Manika,The Maoist cadres set on fire the house of a PLFI 'area commander' Rahul Yadav in Manika in Latehar District.,"latehar, manika, manika, manika",84.35216666666666,23.866444444444447
803100801,Jharkhand,Latehar,Manika,Kumrahi,,Manika,"Police recovered around 22 kilograms of explosives and 11 live cartridges of 315 bore, seven detonators, two flash guns, one rifle and Maoist literature from Kumrahi forest area during an anti-Maoist operation in the Latehar District. The Director General of Police V. D. Ram confirming the recovery said, ""We have recovered explosives and arms and ammunitions besides Maoist literatures while carrying out Operation Guard under Manika Police Station in Latehar.""","latehar, manika, kumrahi, manika",84.32769444444445,23.93625
803100802,Jharkhand,Seraikela-Kharsawan,Ichagarh,,"Dinai, Chowka",Ichagarh,"The CPI-Maoist cadres attacked three Jharkhand Armed Police (JAP) personnel using chilly powder at Chowka under Chandil Police station jurisdiction in the Seraikela-Kharsawan District and snatched two INSAS and one self-loading rifle from them. The extremists then reportedly fled into the forests in Dinai hills near Urmal, about five kilometers from Chowka Police station, where an exchange of fire between the Police and extremists was reported.","jharkhand, seraikela-kharsawan",85.8923888888889,22.973611111111108
803101101,Jharkhand,Ranchi,Bundu,Bundu,Paras forest,Tamar,"A CPI-Maoist cadre, identified as Ganesh Ganju, involved in over 13 crimes was arrested from Paras forested area at Bundu in Ranchi District. The Police recovered 320 explosive boosters, 12 gelatine bombs and other explosives from his possession.","ranchi, bundu, bundu, paras forest",84.91694444444445,23.258
803101102,Jharkhand,Lohardaga,Bhandra,Ita-Barhi,,Lohardaga,"A top ranking CPI-Maoist cadre identified as Sukra Oraon alias Jogeshwar Oraon, son of Gondura Ganjhu of Pali village under Senha Police Station, was arrested from Ita-Barhi village under Bhandra block in the District.","bhandra, ita-barhi",84.73647222222222,23.380916666666668
803101601,Jharkhand,Ranchi,Kanke,,Bariyatu,Kanke,"The 'chief' of Jharkhand Jan Mukti Morcha, identified as Mustaq alias Langra (35), was arrested from Bariyatu locality in Ranchi District. Mustaq was travelling in an SUV so that his movement did not invite suspicion. Police seized the SUV, five mobile phones and papers with extortion list from his possession.","jharkhand, ranchi, bariyatu",85.67341666666667,23.49963888888889
803110501,Jharkhand,Latehar,Chandwa,Hutap,,Latehar,"CPI-Maoist cadres shot dead a civilian, Barik Mian, at Chandwa in the East Singhbhum District.",chandwa,84.76677777777778,23.645583333333335
803110901,Jharkhand,Hazaribag,Katkamsandi,Gurudih,,Hazaribag,"A CPI-Maoist militia of around 60 cadres killed a Government school teacher, Kedar Singh Bhotka, at Gurudih village under Katkamsandi Police Station in the Hazaribag District, suspecting him to be a Police informer and a supporter of the breakaway Maoist outfit, the Jharkhand Prastuti Committee. Kedar Singh Bhotka and his brother Ganesh Singh Bhotka were dragged out of their house at around 2 am. Both were then tied to a tree and beaten up after which Kedar was killed. Ganesh, who was later released, was undergoing treatment at the District hospital.","jharkhand, hazaribag, katkamsandi, gurudih, hazaribag",85.66155555555557,23.919666666666668
803111101,Jharkhand,Lohardaga,Kisko,Putrar,,Lohardaga,"A combined team of local quick response team, CRPF and Bundu's SOG led by SP Aseem Vikrant Minz neutralised a CPI-Maoist bunker at Putrar village near Bhudu-Pahad under Peshrar Police picket in Lohardaga District. The team also recovered 18 bundles of highly explosive codex wire (around 7000m) hidden in a in a 500-litre overhead tank in the bunker during the ‘Operation Basant', as christened by the Police.","lohardaga, putrar, lohardaga",84.4735,23.552
803120701,Jharkhand,East Singhbhum,Ghatshila,,Ghatsila,Ghatshila,"Eight persons, including two CPI-Maoist cadres were arrested following a raid in Ghatsila sub-division of East Singhbhum District in connection with the killing of the Member of Parliament Sunil Mahato on March 4. The two Maoists were identified as Rajan Mahto alias Santosh and Nirmal Mahto alias Vikash.","east singhbhum, ghatsila, ghatsila, ghatsila",86.47591666666666,22.586583333333333
803121101,Jharkhand,Palamu,Manatu/Panki,Bara,,Panki,"A school student was killed during an encounter between the CPI-Maoist cadres and the cadres of the TPC, a breakaway faction of the CPI-Maoist at Bara village in Palamu District. A group of Maoists, on getting information that a TPC squad had taken shelter in the village, attacked them. During the encounter a stray bullet hit Ajay Yadav","palamu, bara",84.30277777777778,24.098499999999998
803121301,Jharkhand,Garhwa,Chinia,Dole,,Garhwa,"Police arrested a tailor, identified as Jalil Ansari, from Dole village under Chinia Police Station area in Garhwa District for stitching the uniforms of CPI-Maoist cadres and supplying it to them.","garhwa, chinia, dole, garhwa",83.63063888888888,24.049194444444446
803121601,Jharkhand,Latehar,Chandwa,Keeta,,Latehar,"The 'chief' of Jharkhand Sangharsh Jan Mukti Morcha, Diwalee Ganjhu, was killed in an encounter between Chandwa Police team and JSJMM cadres at Keeta village under Chandwa Police Station in Latehar District. Latehar SP Anoop Birtharey said Chandwa Police got a tip-off about the presence of three extremists of JSJMM at Keeta and carried out this operation which yielded the body of Ganjhu in the retaliatory shots.","jharkhand, latehar, chandwa, keeta, latehar",84.74,23.67741666666667
803130901,Jharkhand,Khunti,Torpa,Kocha,,Torpa,"A cadre of the People's Liberation Front of India (PLFI), earlier known as the JLT, identified as Kanhu Lohra alias Laden, was killed in an encounter with the Police at Kocha village in Khunti District. The encounter occurred when a group of PLFI cadres fired on a Police patrol party. One gun and a pistol were recovered from the incident site.","khunti, kocha",84.63597222222224,23.54125
803131201,Jharkhand,Palamu,Tailyadeeh Mor,Chhatarpur,,Chhatarpur,"The CPI-Maoist cadres triggered two simultaneous land-mine blasts, targeting the vehicle carrying troopers of the IRB, at Tailyadeeh Mor in Chhatarpur block of Palamu District. ASP operations, Ronald Hansda, said the blasts at 12.24pm badly damaged the front portion of the vehicle, in which more than six IRB personnel were on their way to Devnar where an encounter had taken place between SFs and the Maoists at 9.45am. The IRB troopers, who were part of the reinforcement team, escaped unhurt.","palamu, tailyadeeh mor, chhatarpur, chhatarpur",84.18908333333334,24.371055555555557
803131301,Jharkhand,Gumla,Raidih,Luru,,Gumla,A STF trooper was killed and two other troopers were injured when CPI-Maoist cadres attacked them near Luru village of Gumla District.. A Maoist was also killed in the incident.,"gumla, luru, gumla",84.41147222222223,23.02786111111111
803131302,Jharkhand,West Singhbhum,Bandgaon,Manmaru,,Chakradharpur,CPI-Maoist cadres allegedly killed six villagers in a kangaroo court at Manmaru village in Saranda forest area in West Singhbhum District.,"west singhbhum, manmaru",85.33602777777777,22.742305555555557
803131402,Jharkhand,Latehar,Garu,Saryu,Kuku forest,Manika,"Two SFs personnel were injured when two teams of security personnel engaged in combing operation at Kuku forest, near Saryu village of Latehar District fired upon each other on mistaken identity.","latehar, saryu, kuku forest",84.95044444444444,23.980944444444443
803131501,Jharkhand,Giridih,Tisri,,Lokaynayanpur Police Station,Tisri,"Suspected CPI-Maoist cadres attacked a site of Dhibra mica mines under Lokaynayanpur Police Station limits of Giridih District and killed the manager, identified as Shyam Rout (35), and injured his aide and thrashed all the 10 labourers. ""They torched two vehicles and warned them of more attacks if they do not stop the work. It appears that the Maoists had sought levy from the contractor. An investigation has been launched into the case,"" DSP headquarters Vijay Ashish Kujur said.","giridih, lokaynayanpur police station",86.02827777777777,23.985111111111113
803131502,Jharkhand,Gumla,Bharno/Chainpur,Sargaon,in Chainpur near Jharkhand-Chhattisgarh border,Sisai,"A CPI-Maoist cadre was killed and four others were injured during an encounter with SFs at Sargaon village in Gumla District. Unconfirmed reports, however, said four more Maoists were killed but Police did not confirm the report. ASP, operations, Pawan Kumar Singh, and SDPO Mohammad Arshi led two teams of forces to Sargaon village in Chainpur near Jharkhand-Chhattisgarh border after Police got information that top Maoist leader Deokumar Singh alias Arvindji was holding a meeting with his core team in the hills. ""Maoists started firing at our team when they approached the hills. Our forces launched a far stronger retaliatory fire which killed one and injured at least four of them,"" said CRPF IG RK Mishra. ""We have seized one rifle, a hand grenade, 150 live cartridges, huge quantity of food grain and several utensils from the Maoist camp,"" said Lohardaga SP Manoj Ratan, who is in-charge of Gumla.","jharkhand, gumla, sargaon, in chainpur near jharkhand-chhattisgarh border",84.87966666666667,23.159444444444443
803131503,Jharkhand,Bokaro,Gomia,,Jhumra Hill,Gomia,"Jharkhand Jaguar troopers and CRPF personnel busted two artificial bunkers of Maoists on Jhumra Hill in Gomia block of Bokaro District. Jharkhand Police seized grenades, live cartridges, can bombs and other items hidden by the Maoist in the forest. Commenting on the matter, Bokaro SP A. Vijaylaxmi said they launched a search operation following intelligence inputs about movement of a Maoist squad headed by its leader, Santosh Mahto. ""We have recovered two hand grenades, 10 kilograms cane bomb, live cartridges of AK-47 and Insas rifles besides naxal literature,"" said Vijaylaxmi.","jharkhand, bokaro, gomia, jhumra hill, gomia",85.82666666666667,23.808666666666667
803141101,Jharkhand,Khunti,Arki,,Jorabeda forest,Tamar,"Two CRPF troopers were injured in an encounter between SF personnel and the CPI-Maoist cadres at Jorabeda forest under Arki Police Station area in Khunti District. Around 6.45am, the CPI-Maoist led by Kundan Pahan of ‘Platoon 39’ saw the SFs trekking the hills and opened fired at the troopers. After nearly two hours of encounter, the CPI-Maoist escaped into the forests towards nearby Mosanga village. The SFs led by Ranchi (ASP, operation) Apoorva neutralised the Maoist camp on top of the Jorabeda hill and recovered a 15kg cylinder bomb, Maoists literature and other logistics.","khunti, arki, jorabeda forest",85.53302777777778,23.00797222222222
803141301,Jharkhand,West Singhbhum,Bandgaon,Manmaru,,Chakradharpur,"Police came under fire at Manmaru village of Bandgaon block of West Singhbhum District, when they came to recover the six dead bodies and in the ensuing encounter four Maoists were injured.","west singhbhum, bandgaon, manmaru",85.33602777777777,22.742305555555557
803150901,Jharkhand,Palamau,Chainpur,Barijharia,Chainpur Police Station,Daltonganj,"Two CPI-Maoist cadres were killed after a two-hour-long gun-battle with the Police near Barijharia village under Chainpur Police Station in the Palamau District. Acting on a tip-off, a Police team raided a hideout of the Maoists and asked them to surrender. The Maoists, however, opened fire at the Police and in the retaliatory action, two insurgents were killed. However, some more Maoists, reportedly more than 10 in number, managed to escape along with the bodies of their slain comrades.","palamau, chainpur, barijharia, chainpur police station",86.49433333333333,23.902055555555553
803151102,Jharkhand,Hazaribagh,Chauparan,Chauparan,,Chouparan,"The Maoists set ablaze ten vehicles, including three trucks and one bus in Chauparan in Hazaribagh District. The Maoists fired at a truck and injured its driver.","hazaribagh, chauparan, chauparan, chauparan",85.26038888888888,24.377944444444445
803151103,Jharkhand,Latehar,Latehar,Hutar colliery,,Latehar,The Police recovered one landmine and two detonators near Hutar colliery of Latehar District.,"latehar, latehar, hutar colliery, latehar",84.48905555555555,23.803
803151301,Jharkhand,West Singhbhum,,Kudabeda,Sonuwa,Chakradharpur,"On the second day of Police operation to recover dead bodies of the villagers, security personnel spent much of the day fighting with Prasad Guru squad of the Maoists at Kudabeda village in Sonuwa area of the district. An injured Maoist, identified as Dhanai, succumbed to injuries on way to the CRPF Lodhai camp.","kudabeda, sonuwa",85.46136111111112,22.570777777777778
803161001,Jharkhand,West Singhbhum,Chakradhapur,,Posaita,Chakradhapur,"Marshal Topno, a close aide of top CPI-Maoist leader Koteswar Rao alias Kishan, was arrested in West Singhbhum District during a combing operation in Maoist-hit Posaita area.","west singhbhum, posaita",85.62216666666666,22.676055555555557
803161101,Jharkhand,Lohardaga,Kisko,,Kisko More,Lohardaga,Police arrested an arms supplier Kaju alias Ajaj Quraisi son of the late Jamal Quraisi of Rahat Nagar with a country-made semi-automatic carbine in his possession at Kisko More area in Lohardaga District.,"lohardaga, kisko, kisko more, lohardaga",84.66630555555557,23.5145
803161301,Jharkhand,Giridih,Pirtand,Pirtand,,Giridh,"A joint team of CRPF and Giridih Police arrested a top CPI-Maoist cadre, Chudka Manjhi alias Sheetal Manjhi, when his vehicle was stopped by Police at Pirtand.","giridih, pirtand, pirtand, giridih",86.16280555555556,24.052305555555556
803161401,Jharkhand,Bokaro,Gumia,Purnapani,Jhumra hill,Gomia,Jharkhand Police along with CRPF personnel recovered 44 IEDs at Purnapani village in Jhumra hill of Bokaro District and defused them.,"jharkhand, bokaro, purnapani, jhumra hill",85.60775,23.84961111111111
803161501,Jharkhand,Khunti,Arki,Saomarangbeda,Arki Police Station,Tamar,"Three Naxal were arrested from Saomarangbeda village under Arki Police Station limits in Khunti District. SP Anish Gupta said security personnel consisting of CRPF and District Armed Police were on an anti-LWE 'Operation Kaaro' in the District when they arrested the trio. The three have been identified as Sohrai Munda, who was carrying a reward of INR 200000 on his head, Vinoo Munda and Dasai Munda, the SP said. A rifle, six cartridges and LWE literatures were seized from their possession.","khunti, arki, saomarangbeda, arki police station",85.53308333333334,23.008
803161601,Jharkhand,East Singhbhum,Ghatshila,Maluki,,Ghatshila,Security personnel during an anti-Maoist operation found firearms at Maluki village under Ghatsila Police Station limits in East Singhbhum District.,"east singhbhum, ghatsila, maluki, ghatsila",86.473,22.586416666666665
803170601,Jharkhand,Palamau,Panki,Kalimati,Panki Police station,Panki,"CPI-Maoist cadres killed four Jharkhand Armed Police personnel, after burning down a passenger bus near Kalimati village in the Panki Police station jurisdiction of Palamau District.","jharkhand, palamau, panki, kalimati, panki police station, panki",86.77938888888889,23.761027777777777
803170902,Jharkhand,Latehar,Latehar,Lawagarh (Nawagarh),,Latehar,"A Policeman was killed by cadres of the CPI-Maoist near Bhaliaahi village in the Giridih District. The incident occurred during a raid on a Maoist hideout by the Police on the basis of a tip off. ""When security personnel asked the rebels to surrender, the Maoists retaliated. In the gun battle that lasted more than two hours, one constable Surendra was killed,"" an unnamed Police officer said. The Maoists later managed to escape from the incident site.","later, later, later",84.46705555555556,23.698305555555557
803170903,Jharkhand,Bokaro,Bermo,,Bermo,Bermo,"Four Maoists were arrested in the Bermo area of Bokaro District. They have been identified as Mohammed Shahid, Mohammed Alam, Mohammed Muslim and Mohammed Minhas. Three bombs, a couple of Police uniforms, daggers and receipt books of levy connection were recovered from them. During interrogation, they revealed to the Police the details of their action plan for the coming Parliamentary elections scheduled to be held in April 2009. According to sources, the arrested told the Police that the command to tackle the Security Forces has been handed over to area Naxalite commander and in-charge of Jharkhand, Navin Manjhi, who has roped in the services of the cadres from West Bengal, Orissa, Chhattisgarh and Bihar.","jharkhand, bokaro, bermo, bermo, bermo",85.94588888888889,23.800527777777777
803171101,Jharkhand,Palamu,Panki,Taal (Tal),,Panki,"Cadres of the PLFI, a breakaway faction of the CPI-Maoist, set ablaze a passenger bus at Taal under Panki Police Station in Palamu District.","palamu, panki, panki",87.28508333333333,24.45225
803171601,Jharkhand,Gumla,Basia,Guram Dato Tola,,Sisai,"At least four persons working on a road construction site were killed allegedly by PLFI cadres in a village under Basia Police Station limits of Gumla District. More than a dozen PLFI cadres reportedly reached Guram Dato Tola village around 11.30 am and opened indiscriminate firing. The deceases have been identified as Rampati Kumar, Ajay Topno, Lalit Sahu and Ravi Shankar Sahu.","gumla, basia, guram dato tola",84.8245,22.87252777777778
803181101,Jharkhand,West Singhbhum,,Mogahataburu,Saranda forest,Jaganathpur,"The CPI-Maoist cadres blew up a water pump in Mogahataburu village in West Singhbhum District. According to the Police, the Maoists blasted the water pump, to protest the ongoing operation against them in Saranda forest.","west singhbhum, mogahataburu, saranda forest",85.26883333333333,22.071638888888888
803181501,Jharkhand,Lohardaga,Kisko,,the forest under Kisko Police Station,Lohardaga,"A senior CPI-Maoist cadre, identified as Yogendra Mishra, a 'sub-zonal commander', was arrested when he was going back to the forest after getting treatment of his leg in Lohardaga District. SP Manoj Ratan said he was arrested in the forest under Kisko Police Station of the District.","lohardaga, kisko, the forest under kisko police station, lohardaga",84.66572222222223,23.514416666666666
803190801,Jharkhand,Khunti,Karra,Karra,,Khunti,"Manoj Tiwari, a trooper of the Special Task Force (STF), was killed in an encounter with JLT cadres at Karra in the Khunti District. The STF was conducting an operation against the JLT in the Bilsiring forests when Tiwari suffered bullet wounds and later succumbed to his injuries. Police claimed that a JLT cadre too was killed during the operation, but his body could not be recovered.","khunti, karra, karra, khunti",85.12941666666666,23.125805555555555
803191201,Jharkhand,Latehar,Hutar,,Barwadih-Morbai road,Manika,"The SF personnel recovered an IED, weighing five kilograms, hidden in milk can near Hutar village on Barwadih-Morbai road in Latehar District. Latehar SP G. Kranti Kumar confirming the recovery said, ""It was defused within minutes and with that an attempt by Maoists to target security personnel was averted.""","latehar, hutar, barwadih-morbai road",84.11716666666666,23.84894444444444
803191501,Jharkhand,West Singhbhum,Noamundi,village near Karampada,Saranda forest,Jagnnathpur,"Acting on a tip-off, the SFs recovered a powerful can-bomb from Saranda forest area in West Singhbhum District. The SFs comprising CRPF and District Armed Police Force launched a massive search operation in a village near Karampada and spotted the can-bomb planted underneath a kucha road, said SP Michael S Raj. The SP said the explosive weighed 30 kg and was planted to target the security personnel.","west singhbhum, village near karampada, saranda forest",85.23788888888889,22.059944444444444
803201001,Jharkhand,Latehar,Manika,,Palahia,Manika,"Four Government officials, including an Additional Collector, went to Palahia area in Latehar District to supervise works done under the National Rural Employment Guarantee Scheme when they were abducted by suspected Naxalites but released hours after.","latehar, palahia",84.35902777777777,23.864416666666667
803201002,Jharkhand,Gumla,Raidih,Bansdih,,Gumla,"In a similar incident, a supervisor and three labourers were set free near Bansdih village in Gumla District, a day after they were abducted by Naxalites in neighbouring Simdega District.","gumla, bansdih, gumla",84.00827777777778,24.060222222222222
803210901,Jharkhand,Palamu,Manatu,Nitar,Manatu Police Station,Panki,"The CPI-Maoist cadres blew up a primary school and a primary health centre at Nitar under Manatu Police Station in Palamu District. Superintendent of Police Ravi Kant Dhan informed the media on March 22 that the walls of both the buildings were badly damaged, while doors, furnitures and other goods were reduced to ashes.","palamu, manatu, nitar, manatu police station",84.43136111111112,24.224083333333333
803211001,Jharkhand,Gumla,Gumla,Basua,,Gumla,"A villager, identified as M Ansari (40), was shot dead by the CPI-Maoist cadres at Basua village in Gumla District. In 2009, two other members of the same family were killed by the Maoists.","gumla, gumla, basua, gumla",84.56888888888888,23.140416666666667
803211301,Jharkhand,Gumla,Gumla,,Tatitoli locality,Gumla,"A self-styled 'area commander', Rajesh Tiger of PLFI, a splinter group of the CPI-Maoist was killed in an encounter in Tatitoli locality of Gumla District.","gumla, gumla, tatitoli locality, gumla",84.54144444444444,23.048361111111113
803211302,Jharkhand,Bokaro,,Jamnia,Pek Panchayat,,"More than 50 CPI-Maoist cadres demolished the house of one of their former 'sub-zonal commanders' Phulchand alias Praveel Manjhi at Jamnia village of Pek Panchayat in Bokaro District, branding him ""corrupt and traitor"".","bokaro, jamnia, pek panchayat",86.89777777777779,24.549472222222224
803211303,Jharkhand,Palamu,Lesliganj,Parsoum,between Panki and Balumath,Panki,Maoists set ablaze a bus after evicting passengers at Parsoum between Panki and Balumath in Palamu District.,"palamu, parsoum, between panki and balumath, panki",84.78852777777777,23.829472222222222
803211401,Jharkhand,West Singhbhum,Bandgaon,,,Chakradharpur,Suspected cadres of PLFI killed the mukhiya of Bandgaon block in West Singhbhum District.,"west singhbhum, bandgaon",85.32558333333333,22.867250000000002
803211502,Jharkhand,Lohardaga,Kisko,Murmu,Sahedpat village; near Marayan forest under the Jowang Police Station limits,Lohardaga,"Three members of a family, identified as Balkishore Shahdeo, Jal Kishore Shahdeo and Pramod, have been killed allegedly by the CPI-Maoist cadres at Murmu village in Lohardaga District. The family was on a hunting trip when they were kidnapped from Sahedpat village. Their bodies were found early on March 22 morning near Marayan forest under the Jowang Police Station limits. Maoist sources claimed they were killed because they were police informers. ""The Shahdeos resisted Left-Wing Extremists since they entered the area in 1991,"" said Lohardaga SP Manoj Ratan Chothe. The Shahdeos were landowners and of royal lineage, which made them a target for the Maoists.","lohardaga, murmu, lohardaga",84.48669444444444,23.649416666666667
803211601,Jharkhand,Simdega,Bano,,Marikel forest,Kolebira,"SF personnel busted a PLFI camp inside a forest in Bano of Simdega District following an encounter with a PLFI squad apparently led by the outfit's 'chief' Dinesh Gope, which led to the recovery of a huge cache of arms, ammunition and items of daily use. Police said around 100 rounds of bullets were exchanged between the two sides during the encounter that broke out around 9.30 am atop a hillock in Marikel forests.","simdega, bano, marikel forest",85.01522222222222,22.559055555555556
803220601,Jharkhand,Hazaribagh,Hazaribagh,,Hazaribag-Bagodar National Highway,Hazaribagh,Cadres of the CPI-Maoist shot dead a forest guard and injured another one on the Hazaribag-Bagodar National Highway in Hazaribagh District.,"hazaribagh, hazaribagh, hazaribag-bagodar national highway, hazaribagh",85.36802777777777,23.991333333333333
803221001,Jharkhand,Saraikela-Kharsawan,Sareikela,Sareikela,,Seraikella,"A Policeman, Kalicharan Bodra, was killed when CPI-Maoist cadres opened indiscriminate fire on a Police patrolling team near Chouka Police station in Sareikela in Sareikela-Kharsawan District.","sareikela-kharsawan, sareikela, sareikela, sareikela",85.92805555555556,22.70272222222222
803221002,Jharkhand,East Singhbhum,Dhalbhumgarh,,between Kokpara and Dalbhumgarh railway stations,Ghatsila,"Suspected Maoists blew up railway tracks between Kokpara and Dalbhumgarh railway stations in East Singhbhum District disrupting railway traffic in Kharagpur section, as part of their 48-hour bandh (shutdown) in seven States.","east singhbhum, dalbhumgarh, between kokpara and dalbhumgarh railway stations",86.58983333333333,22.452305555555554
803221201,Jharkhand,Lohardaga,Kuru,Dubang,Dhodhorha Pool,Lohardaga,"Cadres of the JJP, a splinter group of CPI-Maoist, reportedly attacked a railway construction site camp near Dhodhorha Pool at Dubang village in Lohardaga District, injuring more than four workers and technicians.","lohardaga, dubang, dhodhorha pool, lohardaga",84.74480555555556,23.593722222222222
803221202,Jharkhand,Giridih,Giridh,Belatand,Tisri forests,Giridh,"Two Maoist top cadres who had masterminded the killing of Bihar Policeman Lucas Tete (September 3, 2010) were arrested from Tisri forests under Belatand Police Station in Giridih District during a joint operation of the Police and CRPF.","giridih, giridih, belatand, tisri forests, giridih",86.31616666666666,23.77175
803231002,Jharkhand,Latehar,Barwadih,,between Chhipa Dohar and Hehegarha railway stations,Manika,"In Latehar District, the Maoists blew up a metre of track between Chhipa Dohar and Hehegarha railway stations.","latehar, between chhipa dohar and hehegarha railway stations",84.1936388888889,23.818194444444444
803231301,Jharkhand,Gumla,Sisai,Nagfeni,Sisai area,Sisai,PLFI cadres killed a criminal of Paharichita alias Patrick Toppo gang near a petrol pump at Nagfeni village on the national Highway-23 under Sisai Police Station of Gumla District.,"gumla, sisai, nagfeni, sisai",84.67333333333333,23.119500000000002
803240801,Jharkhand,Hazaribagh,Katkamsandi,Demotand,Bendi,Hazaribagh,"Extremists of the Jharkhand Prastuti Committee (JPC), a breakaway group of the CPI-Maoist, who had called a State-wide bandh against alleged Police atrocities, set ablaze seven trucks at Demotand and Bendi in the Hazaribagh District. They also opened fire at several buses and trucks near Demotand on the National Highway-33.","jharkhand, hazaribagh, demotand, bendi, hazaribagh",85.22544444444445,23.981111111111108
803240802,Jharkhand,Simdega,Jaldega,Saldaga (Jaladega),,Kolebira,"A woman leader and 12 of her accomplices belonging to the JLT were arrested at Saldaga village in the Simdega District. District Superintendent of Police Deo Behari Sharma said that the woman, identified as Radha Devi, and her accomplices were active in the Khunti and Simdega Districts. They were hiding at the Saldega village after committing a murder at Kairbera village.","simdega, saldega",84.8125,22.568805555555556
